date,open,high,low,close,volume,average,barCount
2015-07-20,135.44,135.76,133.52,133.52,19045.0,134.344,23130
2015-07-21,134.72,136.64,134.24,135.28,14501.0,135.356,14133
2015-07-22,133.28,134.48,130.4,130.72,31763.0,132.22,34757
2015-07-23,131.52,131.92,128.16,129.12,27303.0,129.56,27707
2015-07-24,129.44,129.44,126.88,128.24,23047.0,128.06,26005
2015-07-27,126.48,127.2,125.12,125.2,42986.0,126.108,29346
2015-07-28,126.08,128.8,125.12,126.8,25972.0,127.228,24246
2015-07-29,126.56,131.6,126.4,129.92,41799.0,129.9,39134
2015-07-30,129.68,130.96,128.48,128.8,15360.0,129.8,14899
2015-07-31,128.96,129.12,124.32,124.72,28381.0,125.952,28280
2015-08-03,122.4,123.76,119.84,120.8,36397.0,121.388,37615
2015-08-04,121.68,122.88,120.8,121.76,15309.0,121.968,16468
2015-08-05,122.48,124.16,119.2,120.24,32132.0,121.148,33642
2015-08-06,118.8,119.2,117.44,118.96,28223.0,118.28,30163
2015-08-07,117.76,118.24,116.16,116.48,20517.0,117.156,23534
2015-08-10,116.16,119.92,115.84,119.12,22785.0,118.404,27658
2015-08-11,115.84,116.32,114.16,115.92,28964.0,115.232,37025
2015-08-12,116.16,116.64,114.24,115.52,20789.0,115.44,22794
2015-08-13,114.24,114.24,111.84,112.72,28600.0,112.708,36177
2015-08-14,113.36,114.16,111.84,111.92,19165.0,112.964,22388
2015-08-17,112.4,113.28,110.88,111.12,18883.0,111.984,25141
2015-08-18,111.44,113.68,110.72,112.4,16967.0,112.104,19334
2015-08-19,111.84,112.24,107.28,107.44,42344.0,108.72,41578
2015-08-20,108.4,109.6,106.8,106.96,34682.0,108.3,28466
2015-08-21,107.68,108.56,104.48,105.84,37116.0,105.764,30854
2015-08-24,100.96,103.52,98.96,99.92,58481.0,101.08,55722
2015-08-25,104.16,104.4,101.68,101.84,31303.0,102.948,27993
2015-08-26,102.8,104.0,100.96,102.16,36273.0,102.316,33218
2015-08-27,104.4,112.0,104.32,111.6,67452.0,109.192,69340
2015-08-28,110.64,120.24,110.64,119.04,82573.0,117.132,84590
2015-08-31,117.36,129.2,114.24,127.12,106842.0,124.076,96020
2015-09-01,123.84,124.72,117.52,118.48,63001.0,120.836,62820
2015-09-02,120.88,122.56,113.28,120.72,70428.0,117.832,66459
2015-09-03,121.84,126.8,120.4,122.72,54511.0,123.64,44649
2015-09-04,121.68,122.72,119.84,120.64,25179.0,121.232,29415
2015-09-08,119.28,121.6,116.64,120.16,34825.0,119.472,35727
2015-09-09,119.92,120.48,115.6,116.08,24880.0,117.632,30416
2015-09-10,116.88,120.4,115.76,119.44,23288.0,118.556,28327
2015-09-11,116.96,118.88,115.52,117.2,30293.0,117.192,31643
2015-09-14,115.36,116.16,114.0,115.12,21526.0,115.02,25022
2015-09-15,115.84,117.44,114.72,116.56,20285.0,116.312,21809
2015-09-16,119.28,123.44,118.48,122.88,53964.0,121.748,52243
2015-09-17,123.04,124.32,121.04,121.84,33819.0,122.5,31996
2015-09-18,118.88,119.84,115.36,116.96,32887.0,117.504,38494
2015-09-21,119.36,121.52,118.56,120.4,25229.0,120.34,28283
2015-09-22,118.16,120.24,117.36,119.36,29791.0,118.848,29111
2015-09-23,120.64,121.92,114.8,115.52,41092.0,117.324,37969
2015-09-24,114.32,116.8,113.84,116.72,25938.0,115.532,22838
2015-09-25,118.48,119.84,116.8,117.76,26147.0,118.028,23252
2015-09-28,115.6,117.2,114.56,115.04,23869.0,115.396,28164
2015-09-29,116.08,118.08,115.6,116.88,17026.0,117.1,20221
2015-09-30,116.4,118.56,115.68,117.44,29788.0,117.044,31931
2015-10-01,121.2,121.6,115.44,116.64,35629.0,117.892,38001
2015-10-02,114.32,118.4,113.68,118.16,32190.0,116.008,32808
2015-10-05,120.24,121.28,119.04,120.0,25268.0,120.176,27726
2015-10-06,120.88,126.0,120.64,125.92,49838.0,123.796,54894
2015-10-07,127.44,128.4,123.36,124.56,49570.0,125.832,57248
2015-10-08,125.28,129.36,124.48,128.32,35414.0,127.26,46402
2015-10-09,128.32,129.6,127.04,127.92,34106.0,128.304,38220
2015-10-12,127.92,127.92,121.6,122.48,33954.0,123.988,33347
2015-10-13,121.44,125.04,119.92,120.48,31331.0,122.316,32430
2015-10-14,119.84,121.28,118.8,120.4,21417.0,120.032,23977
2015-10-15,118.48,121.12,117.04,121.04,38787.0,118.884,49830
2015-10-16,122.24,122.56,119.28,121.76,25934.0,121.164,38512
2015-10-19,119.28,120.16,118.16,118.64,23852.0,118.964,29612
2015-10-20,118.4,119.92,116.88,117.84,22757.0,118.24,26006
2015-10-21,116.0,117.36,114.72,115.44,31441.0,115.744,35376
2015-10-22,116.96,117.84,114.8,116.08,19701.0,116.052,23529
2015-10-23,113.84,115.12,113.04,114.16,30218.0,114.028,41102
2015-10-26,113.44,113.6,112.0,112.08,23885.0,112.676,31319
2015-10-27,109.68,110.8,108.88,110.56,30050.0,109.876,39794
2015-10-28,111.76,117.6,111.28,117.52,59880.0,115.86,62030
2015-10-29,117.68,119.52,116.64,117.04,26289.0,117.92,29212
2015-10-30,117.28,120.16,116.56,118.48,23412.0,118.284,29263
2015-11-02,117.52,119.36,117.12,118.0,18541.0,117.96,25745
2015-11-03,120.32,123.6,119.52,122.24,39554.0,121.9,54908
2015-11-04,121.6,122.24,118.0,118.8,29993.0,119.644,34229
2015-11-05,117.36,118.72,115.36,115.84,29990.0,116.876,43286
2015-11-06,114.32,114.96,112.8,113.84,25178.0,113.708,29996
2015-11-09,112.8,113.84,111.6,112.64,25301.0,112.476,32649
2015-11-10,112.0,114.32,111.92,112.72,17908.0,113.204,20606
2015-11-11,112.48,112.72,109.12,110.08,27487.0,110.308,35520
2015-11-12,107.6,109.6,106.56,106.8,37495.0,107.5,46544
2015-11-13,105.6,105.84,103.28,104.48,41297.0,104.416,49107
2015-11-16,104.0,107.44,102.48,107.12,43841.0,104.8,49920
2015-11-17,105.36,105.76,103.52,104.08,26662.0,104.388,30443
2015-11-18,105.12,105.6,102.64,104.4,29102.0,104.02,33544
2015-11-19,103.36,104.24,102.88,103.68,24391.0,103.564,23077
2015-11-20,103.52,106.24,102.88,103.44,40209.0,104.116,37223
2015-11-23,102.72,105.92,102.56,104.16,30307.0,104.176,32181
2015-11-24,106.8,108.0,105.52,106.56,29944.0,106.712,29514
2015-11-25,104.88,107.36,103.68,107.12,22168.0,105.52,22847
2015-11-27,104.72,104.88,104.0,104.24,11911.0,104.412,10264
2015-11-30,105.44,105.84,103.2,103.44,23740.0,104.424,21838
2015-12-01,103.36,104.88,102.64,103.6,22875.0,103.492,24639
2015-12-02,102.16,104.24,99.04,99.84,63223.0,100.888,64606
2015-12-03,100.72,103.76,99.6,102.16,40002.0,101.8,48361
2015-12-04,99.6,101.04,98.64,99.68,40287.0,99.64,40528
2015-12-07,96.16,96.64,93.2,93.76,52756.0,94.504,49278
2015-12-08,92.24,95.76,91.6,93.44,44914.0,93.448,48145
2015-12-09,94.16,96.48,91.44,92.48,44561.0,93.564,49209
2015-12-10,91.52,92.56,90.64,90.96,35442.0,91.56,35101
2015-12-11,90.4,90.64,88.0,88.56,51446.0,88.98,47990
2015-12-14,87.76,90.48,87.2,89.28,43465.0,88.792,39440
2015-12-15,90.64,93.2,90.0,91.2,38783.0,91.516,38442
2015-12-16,89.92,90.72,87.04,87.92,42527.0,88.468,43669
2015-12-17,87.6,87.6,85.68,85.92,34087.0,86.356,29230
2015-12-18,86.48,87.92,84.96,85.28,41865.0,86.248,36410
2015-12-21,84.8,86.0,84.16,85.28,28651.0,84.984,28299
2015-12-22,85.44,87.04,85.28,86.16,25633.0,86.236,25738
2015-12-23,88.48,90.32,88.0,90.08,44001.0,89.188,43579
2015-12-24,90.72,90.8,89.84,90.4,18260.0,90.388,16156
2015-12-28,88.48,88.56,87.28,87.44,23082.0,87.656,21261
2015-12-29,89.28,90.32,89.2,90.08,27300.0,89.84,22783
2015-12-30,87.68,88.0,86.72,87.44,29311.0,87.288,25632
2015-12-31,86.72,89.92,86.56,88.0,36298.0,88.416,36535
2016-01-04,90.08,91.36,86.56,87.84,42981.0,88.572,39231
2016-01-05,86.32,86.96,85.12,85.28,37871.0,85.96,31427
2016-01-06,82.4,83.76,80.4,80.88,78812.0,81.768,77005
2016-01-07,79.12,81.6,78.8,79.2,56656.0,79.828,51824
2016-01-08,79.6,80.16,77.68,78.4,51366.0,78.652,49549
2016-01-11,77.76,78.08,73.6,74.0,98416.0,75.26,87965
2016-01-12,75.28,75.84,71.2,73.36,117752.0,72.7,90480
2016-01-13,74.4,75.12,71.44,72.72,105387.0,72.6,85830
2016-01-14,73.12,74.72,72.32,73.84,57011.0,73.648,44517
2016-01-15,70.32,71.2,69.12,70.32,88670.0,70.212,69777
2016-01-19,70.0,70.16,67.6,67.92,66883.0,68.78,48570
2016-01-20,66.72,66.96,63.36,65.92,93866.0,65.112,86835
2016-01-21,64.8,69.52,64.48,68.48,103369.0,67.36,85195
2016-01-22,72.72,74.32,71.76,74.16,71082.0,72.904,59826
2016-01-25,71.52,72.96,68.32,68.32,60397.0,70.616,50044
2016-01-26,70.48,74.48,69.92,71.76,58514.0,72.136,52807
2016-01-27,71.36,75.44,70.32,73.44,85022.0,73.216,73238
2016-01-28,78.4,78.88,75.28,77.6,68051.0,77.024,69639
2016-01-29,78.16,79.04,75.04,77.2,55040.0,77.212,45583
2016-02-01,74.8,74.88,71.92,72.16,55842.0,73.076,53701
2016-02-02,69.76,70.48,68.48,68.56,49164.0,69.248,49401
2016-02-03,70.72,74.8,68.32,74.72,83306.0,72.352,77276
2016-02-04,76.4,77.2,72.48,72.96,49816.0,74.256,53254
2016-02-05,72.32,73.84,70.4,71.28,39383.0,71.968,40550
2016-02-08,70.16,70.56,68.16,69.12,41343.0,69.204,39654
2016-02-09,68.08,69.36,63.76,65.44,65210.0,65.952,73960
2016-02-10,63.76,67.2,63.12,63.68,74317.0,64.352,63901
2016-02-11,62.56,64.24,61.36,63.92,111867.0,62.732,103485
2016-02-12,65.28,68.16,64.08,66.64,76473.0,66.472,64812
2016-02-16,68.0,68.16,65.44,66.48,56186.0,66.508,48700
2016-02-17,67.44,71.2,67.12,70.24,69628.0,69.584,61269
2016-02-18,72.24,72.56,69.2,69.28,64722.0,70.644,56838
2016-02-19,68.4,68.8,66.8,68.4,47149.0,67.848,46209
2016-02-22,71.28,72.08,70.72,71.28,58903.0,71.324,46104
2016-02-23,70.08,70.08,67.44,67.84,62450.0,68.112,43420
2016-02-24,65.52,69.04,65.12,68.72,57004.0,67.208,49533
2016-02-25,67.84,71.36,66.24,70.4,46192.0,68.84,40391
2016-02-26,73.12,73.28,69.6,70.24,63518.0,71.392,50089
2016-02-29,70.96,72.32,70.24,72.0,58214.0,71.46,45739
2016-03-01,71.84,74.08,71.12,73.2,54979.0,72.764,46039
2016-03-02,72.08,74.88,71.52,74.4,59454.0,73.392,52346
2016-03-03,73.04,75.28,72.88,74.0,40524.0,73.9,33606
2016-03-04,74.32,77.2,73.44,77.2,56932.0,75.728,45509
2016-03-07,77.44,81.2,77.36,80.88,74866.0,79.72,59861
2016-03-08,80.32,80.32,77.2,77.2,50865.0,78.48,42233
2016-03-09,78.96,81.68,78.8,81.2,52524.0,80.472,45374
2016-03-10,79.68,80.96,79.04,80.32,33766.0,79.96,34090
2016-03-11,81.68,82.32,80.48,81.52,31634.0,81.528,29994
2016-03-14,79.36,79.44,78.08,79.04,41742.0,78.776,36011
2016-03-15,77.84,78.0,76.72,77.6,40679.0,77.364,35866
2016-03-16,79.28,81.6,79.28,81.44,44039.0,80.44,38465
2016-03-17,82.96,84.8,82.32,84.4,46470.0,83.78,42860
2016-03-18,85.68,86.4,83.44,83.84,45124.0,84.78,41785
2016-03-21,84.0,84.96,82.88,84.72,40982.0,84.212,32768
2016-03-22,83.28,85.12,83.04,84.32,31954.0,84.08,22527
2016-03-23,82.64,82.96,80.64,80.88,47168.0,81.648,40472
2016-03-24,78.24,80.8,77.92,80.48,59224.0,79.628,37866
2016-03-28,80.08,80.48,78.96,80.08,31161.0,79.668,22163
2016-03-29,77.68,78.56,77.04,78.4,40559.0,77.736,29936
2016-03-30,79.92,81.04,77.6,77.84,44428.0,78.932,37711
2016-03-31,77.44,79.36,77.36,77.6,38272.0,78.4,27572
2016-04-01,75.28,75.68,74.56,74.64,45296.0,75.04,43347
2016-04-04,74.56,75.68,72.4,72.64,42316.0,73.924,33622
2016-04-05,72.56,73.52,71.92,73.04,48065.0,72.636,33665
2016-04-06,75.04,77.04,74.56,76.8,50985.0,76.032,40037
2016-04-07,75.92,76.4,74.64,76.08,31983.0,75.46,22456
2016-04-08,79.76,80.88,79.44,80.24,51737.0,80.168,34770
2016-04-11,81.6,82.72,81.2,82.24,33039.0,82.064,28878
2016-04-12,82.96,85.76,82.48,85.12,66614.0,84.536,49997
2016-04-13,84.72,85.92,83.84,84.08,49407.0,84.748,40570
2016-04-14,84.64,85.2,83.36,83.84,37854.0,84.452,30315
2016-04-15,82.24,82.64,81.04,82.0,38699.0,81.744,37812
2016-04-18,78.72,81.92,78.32,81.36,43940.0,80.436,39987
2016-04-19,82.0,84.32,81.76,83.52,41975.0,83.28,35965
2016-04-20,81.92,87.04,81.6,86.08,49930.0,84.732,46205
2016-04-21,85.68,86.56,84.64,85.76,30293.0,85.552,29348
2016-04-22,86.0,87.44,85.52,86.08,32103.0,86.476,29279
2016-04-25,86.24,86.48,83.76,84.4,25156.0,85.032,25393
2016-04-26,85.28,86.96,84.96,86.48,21491.0,86.172,22258
2016-04-27,88.24,89.76,86.08,89.12,44499.0,88.012,40268
2016-04-28,89.28,90.72,88.8,89.76,26701.0,89.816,26325
2016-04-29,91.36,92.0,88.96,90.4,40631.0,90.488,39039
2016-05-02,89.92,90.0,87.6,88.4,23880.0,88.548,27241
2016-05-03,86.88,87.04,85.2,85.92,32545.0,86.016,33629
2016-05-04,87.36,88.32,85.04,86.32,27314.0,86.636,30456
2016-05-05,89.84,89.92,86.48,87.2,37036.0,88.24,34094
2016-05-06,86.48,89.2,86.24,87.68,29414.0,87.836,27339
2016-05-09,86.88,87.28,85.12,85.44,24328.0,85.932,23047
2016-05-10,86.0,88.16,85.76,87.92,22532.0,87.248,19519
2016-05-11,87.28,91.36,86.8,90.72,33329.0,89.732,39217
2016-05-12,92.24,92.24,89.76,91.6,27850.0,91.16,28004
2016-05-13,90.8,91.44,90.16,90.96,17982.0,90.828,17219
2016-05-16,93.44,94.32,93.04,94.08,30084.0,93.756,29597
2016-05-17,94.0,95.44,93.68,95.36,24855.0,94.676,28999
2016-05-18,94.8,96.0,93.6,93.6,35471.0,94.936,36602
2016-05-19,92.64,94.4,91.52,94.32,25336.0,93.0,34518
2016-05-20,94.32,94.88,92.88,94.0,22422.0,93.844,22550
2016-05-23,92.08,93.52,91.92,93.28,16811.0,92.84,16082
2016-05-24,93.36,94.8,93.28,94.56,18150.0,94.204,19499
2016-05-25,95.36,96.4,94.24,96.24,29778.0,95.496,31299
2016-05-26,96.88,96.96,95.36,95.6,23538.0,96.048,23250
2016-05-27,94.72,95.92,94.4,95.84,15522.0,95.296,17615
2016-05-31,95.84,97.04,94.56,94.96,18954.0,95.96,18870
2016-06-01,92.96,95.44,92.48,95.44,29525.0,94.272,27726
2016-06-02,93.36,95.68,93.2,94.88,25141.0,94.468,24092
2016-06-03,95.12,95.12,93.6,94.56,21373.0,94.344,18751
2016-06-06,96.08,96.64,95.2,96.32,26249.0,96.036,22364
2016-06-07,96.8,97.92,96.56,97.76,21905.0,97.224,19806
2016-06-08,98.72,99.6,98.16,99.44,30979.0,99.008,30849
2016-06-09,97.52,98.56,97.52,98.0,20453.0,97.972,17036
2016-06-10,96.16,96.8,94.64,94.96,24110.0,95.62,21523
2016-06-13,93.68,95.52,93.6,94.08,21245.0,94.56,22797
2016-06-14,93.84,94.32,93.28,93.84,18480.0,93.708,15275
2016-06-15,92.56,94.24,91.44,91.76,27216.0,92.868,25840
2016-06-16,91.2,91.36,88.88,89.12,35764.0,89.896,32000
2016-06-17,91.6,93.36,91.12,93.28,38391.0,92.356,34498
2016-06-20,94.56,95.68,94.08,95.28,28288.0,94.956,25555
2016-06-21,94.08,95.52,93.52,95.12,22963.0,94.432,18201
2016-06-22,95.92,96.32,92.64,93.92,30730.0,94.42,24755
2016-06-23,95.36,96.0,94.24,95.84,19790.0,95.108,16993
2016-06-24,91.04,92.64,90.88,91.2,35367.0,91.668,31877
2016-06-27,89.76,89.76,87.68,89.52,27883.0,88.812,25227
2016-06-28,91.2,91.76,89.6,91.76,25782.0,90.976,20543
2016-06-29,92.4,95.68,92.0,94.32,29293.0,93.976,29441
2016-06-30,93.28,94.32,92.16,92.56,25535.0,93.096,20370
2016-07-01,92.16,94.24,92.0,94.24,24580.0,93.076,18961
2016-07-05,90.8,90.96,88.64,89.44,34930.0,89.688,31618
2016-07-06,88.72,91.28,88.08,90.64,20121.0,89.732,19683
2016-07-07,92.0,92.32,85.84,86.56,42633.0,88.216,34091
2016-07-08,87.28,87.6,85.68,86.64,23644.0,86.64,19913
2016-07-11,87.28,87.6,85.12,85.2,18543.0,86.112,16312
2016-07-12,88.32,89.84,87.12,89.52,34670.0,88.688,27586
2016-07-13,88.56,89.2,85.2,86.0,39249.0,86.54,37972
2016-07-14,86.88,87.6,86.08,86.96,23418.0,86.96,20841
2016-07-15,87.92,88.64,87.12,87.92,25300.0,87.82,19209
2016-07-18,86.32,87.04,85.76,86.56,22624.0,86.3,21163
2016-07-19,86.32,86.56,85.44,85.6,20164.0,85.884,15962
2016-07-20,84.4,86.8,84.08,85.84,30777.0,85.772,29207
2016-07-21,85.44,86.0,83.92,83.92,22998.0,84.824,21520
2016-07-22,83.92,84.0,82.4,83.36,26682.0,83.024,25466
2016-07-25,81.6,81.84,80.88,81.04,26755.0,81.284,25177
2016-07-26,80.8,81.36,80.16,80.64,27113.0,80.764,25539
2016-07-27,80.8,81.36,78.48,79.2,32402.0,79.58,29133
2016-07-28,78.8,79.12,77.28,77.36,33500.0,77.888,29903
2016-07-29,77.04,78.48,76.4,78.08,29482.0,77.588,29714
2016-08-01,76.96,77.2,75.04,75.28,43067.0,75.844,33280
2016-08-02,76.72,77.04,73.92,74.64,35433.0,75.12,34366
2016-08-03,74.8,77.52,73.84,77.52,42752.0,76.12,44722
2016-08-04,76.48,79.28,76.32,78.72,34019.0,77.904,28134
2016-08-05,78.64,78.96,77.28,78.88,34992.0,78.204,28446
2016-08-08,80.24,81.68,80.16,80.8,33728.0,80.856,36228
2016-08-09,81.52,81.92,80.08,80.56,29284.0,80.844,23635
2016-08-10,80.8,81.68,78.0,78.16,36609.0,79.32,36881
2016-08-11,79.12,82.56,78.88,81.68,36157.0,81.184,32621
2016-08-12,82.4,84.0,82.08,84.0,36516.0,83.208,29766
2016-08-15,84.72,86.24,84.48,86.08,38116.0,85.488,30601
2016-08-16,86.32,87.68,85.6,87.36,39613.0,86.844,31718
2016-08-17,87.04,88.16,86.0,87.92,39376.0,87.32,37058
2016-08-18,88.88,90.72,88.88,90.4,63116.0,89.892,43652
2016-08-19,90.72,91.04,89.84,90.72,35617.0,90.356,30608
2016-08-22,88.8,88.88,87.6,87.76,29163.0,88.236,26320
2016-08-23,86.4,89.44,86.24,88.72,49266.0,88.336,39107
2016-08-24,87.52,88.24,85.92,86.56,34793.0,86.772,29318
2016-08-25,86.4,87.84,86.08,87.6,27950.0,87.084,19871
2016-08-26,87.52,89.68,86.8,87.6,30180.0,88.128,22527
2016-08-29,86.64,87.44,86.24,86.8,29589.0,86.792,18641
2016-08-30,87.44,87.76,85.52,85.84,32004.0,86.164,26799
2016-08-31,84.96,85.28,82.32,82.88,36841.0,83.396,31610
2016-09-01,81.52,82.16,79.6,80.48,68631.0,80.54,48869
2016-09-02,81.6,82.72,81.2,81.92,42581.0,82.0,33599
2016-09-06,81.68,83.2,81.28,83.12,38700.0,82.164,28153
2016-09-07,83.2,84.32,82.48,84.16,37273.0,83.556,27155
2016-09-08,85.68,88.24,84.64,87.68,61569.0,86.896,42597
2016-09-09,86.24,86.56,84.64,84.72,31094.0,85.496,21717
2016-09-12,83.2,85.92,82.96,85.12,29534.0,84.94,21939
2016-09-13,83.92,84.56,82.8,82.96,45020.0,83.28,27878
2016-09-14,82.16,83.44,80.32,80.72,62598.0,81.432,47262
2016-09-15,81.12,82.08,80.08,81.12,45727.0,81.188,31692
2016-09-16,79.44,80.56,79.2,80.0,45635.0,79.756,31424
2016-09-19,80.24,81.6,79.84,79.84,54609.0,80.688,31854
2016-09-20,78.96,81.04,78.56,80.56,52007.0,79.928,32880
2016-09-21,82.0,83.28,81.68,83.2,51858.0,82.484,35537
2016-09-22,84.56,84.88,83.84,84.24,60162.0,84.548,40625
2016-09-23,83.92,84.64,80.72,81.52,58565.0,82.416,35558
2016-09-26,82.72,84.32,82.48,83.44,47288.0,83.652,33295
2016-09-27,81.52,82.32,80.64,81.2,65236.0,81.372,40597
2016-09-28,82.4,86.56,80.96,85.2,112404.0,84.2,71776
2016-09-29,86.16,88.16,85.68,86.96,63141.0,86.792,52485
2016-09-30,87.76,88.16,87.04,87.44,49137.0,87.664,33715
2016-10-03,88.32,89.44,87.28,88.8,42997.0,88.3,31156
2016-10-04,89.44,89.6,88.32,88.72,68406.0,89.104,41026
2016-10-05,90.64,91.2,89.84,90.8,52381.0,90.716,34776
2016-10-06,91.76,92.32,91.04,92.08,50444.0,91.84,32131
2016-10-07,91.92,92.08,90.16,90.64,62198.0,91.136,41338
2016-10-10,92.24,94.16,92.16,93.36,60868.0,93.448,40874
2016-10-11,93.52,93.92,91.84,92.64,72385.0,92.644,42084
2016-10-12,91.68,91.92,90.88,91.44,54549.0,91.468,31577
2016-10-13,91.36,92.08,89.92,91.92,74002.0,91.452,41364
2016-10-14,92.0,92.08,90.8,91.52,62851.0,91.408,34447
2016-10-17,91.28,91.44,90.16,90.96,43139.0,90.652,27480
2016-10-18,91.84,92.0,90.56,91.6,45517.0,91.08,26716
2016-10-19,92.56,94.32,92.4,93.28,56935.0,93.492,43139
2016-10-20,91.92,92.32,91.04,91.44,50478.0,91.664,36556
2016-10-21,91.28,92.0,90.64,91.84,46059.0,91.46,27512
2016-10-24,90.8,91.52,89.6,91.44,57377.0,90.624,33308
2016-10-25,90.72,91.36,89.76,89.92,55090.0,90.432,37030
2016-10-26,88.56,90.48,88.24,88.72,68558.0,89.152,39971
2016-10-27,89.68,90.4,88.96,89.68,28134.0,89.792,24160
2016-10-28,88.8,89.84,87.44,88.08,31835.0,88.52,29097
2016-10-31,86.72,87.04,84.24,84.24,50148.0,85.32,39556
2016-11-01,85.2,85.52,83.44,84.56,38308.0,84.428,25935
2016-11-02,82.8,83.68,81.2,82.24,56976.0,81.948,52892
2016-11-03,81.92,82.16,80.08,80.64,45087.0,81.016,35994
2016-11-04,79.76,81.04,78.72,79.84,63795.0,79.652,46846
2016-11-07,80.48,81.28,79.68,81.28,38684.0,80.436,34984
2016-11-08,80.48,82.0,80.16,80.8,34271.0,81.112,27506
2016-11-09,81.12,82.96,80.32,82.24,46029.0,81.576,37703
2016-11-10,80.8,81.68,80.32,80.32,39554.0,80.82,29128
2016-11-11,79.04,79.2,77.92,78.16,56176.0,78.516,34679
2016-11-14,77.84,79.04,76.48,78.96,50215.0,77.704,33377
2016-11-15,80.64,83.2,80.64,82.72,71167.0,81.76,50967
2016-11-16,82.24,83.68,81.2,81.84,48233.0,82.36,42282
2016-11-17,83.52,83.84,80.96,81.04,45500.0,82.448,32216
2016-11-18,81.92,82.64,80.88,82.56,33405.0,81.864,29745
2016-11-21,84.8,86.32,84.48,86.16,47683.0,85.512,49485
2016-11-22,85.84,86.48,83.92,85.04,49972.0,85.292,39721
2016-11-23,84.8,86.16,84.48,85.36,30219.0,85.34,26115
2016-11-25,84.08,84.4,82.24,82.64,34886.0,83.032,27637
2016-11-28,83.76,84.8,82.8,83.52,66274.0,83.776,48686
2016-11-29,80.8,81.2,79.76,80.48,75297.0,80.588,49595
2016-11-30,85.36,88.8,85.36,87.44,117297.0,86.82,81271
2016-12-01,90.48,92.16,90.08,90.64,88084.0,91.052,62994
2016-12-02,91.2,92.08,90.56,91.84,44261.0,91.468,37789
2016-12-05,92.88,93.04,90.72,90.8,50774.0,92.1,40549
2016-12-06,89.76,90.8,89.44,90.32,33976.0,90.152,29014
2016-12-07,89.28,90.08,88.56,88.72,49393.0,89.288,36138
2016-12-08,89.2,90.48,88.56,90.48,35627.0,89.884,37876
2016-12-09,91.44,91.68,90.88,91.52,37079.0,91.328,28180
2016-12-12,95.2,95.52,92.64,92.96,55723.0,94.248,39063
2016-12-13,94.32,94.48,92.96,93.84,38955.0,93.82,30168
2016-12-14,92.72,93.84,90.4,90.56,48623.0,92.052,41559
2016-12-15,89.52,91.6,89.36,90.88,38756.0,90.3,29850
2016-12-16,91.52,92.64,91.12,92.4,37242.0,92.124,25938
2016-12-19,92.16,92.88,91.68,92.0,20941.0,92.268,15015
2016-12-20,93.36,93.76,92.56,92.96,20381.0,93.12,14863
2016-12-21,93.12,93.36,91.2,91.52,25567.0,92.24,21642
2016-12-22,92.0,92.72,91.68,91.68,16560.0,92.252,11704
2016-12-23,91.6,92.64,91.52,92.48,11632.0,92.188,10636
2016-12-27,93.12,94.32,93.12,93.84,31828.0,93.744,24806
2016-12-28,94.24,94.72,93.92,94.0,17790.0,94.272,13023
2016-12-29,94.0,94.48,93.44,93.76,18830.0,93.88,17566
2016-12-30,93.28,93.76,93.12,93.76,16359.0,93.476,13446
2017-01-03,95.84,96.0,90.88,91.52,40455.0,92.784,33524
2017-01-04,91.36,93.04,90.88,92.64,18696.0,92.1,20624
2017-01-05,93.52,94.32,92.0,93.6,24234.0,93.34,20665
2017-01-06,94.08,94.48,92.96,93.44,15905.0,93.816,13320
2017-01-09,92.16,92.24,90.4,90.48,21164.0,91.124,19945
2017-01-10,90.96,90.96,88.56,88.56,26665.0,89.428,22414
2017-01-11,89.68,91.92,88.48,90.96,33960.0,90.504,30090
2017-01-12,92.8,93.04,91.84,92.32,29689.0,92.424,23974
2017-01-13,91.6,92.24,90.96,91.28,15629.0,91.512,14064
2017-01-17,92.8,92.96,91.2,91.44,18671.0,91.888,15024
2017-01-18,89.52,90.96,88.64,89.28,33581.0,89.568,25527
2017-01-19,89.92,90.32,88.8,89.36,18095.0,89.556,15757
2017-01-20,91.6,92.0,90.96,91.12,24493.0,91.416,17849
2017-01-23,89.68,91.04,89.68,90.56,15092.0,90.312,14277
2017-01-24,90.96,91.84,90.88,90.96,17373.0,91.268,15064
2017-01-25,90.32,91.68,90.16,90.48,20441.0,90.856,14164
2017-01-26,91.52,92.64,91.36,92.24,23673.0,92.192,20327
2017-01-27,91.2,91.52,90.16,91.2,21162.0,90.92,17426
2017-01-30,90.8,90.88,89.84,90.24,17529.0,90.336,13353
2017-01-31,91.2,91.84,90.24,90.56,20379.0,91.108,13889
2017-02-01,91.36,92.4,90.64,91.84,23621.0,91.504,23635
2017-02-02,92.56,92.72,91.44,92.08,21569.0,92.088,16355
2017-02-03,91.92,92.96,91.68,92.32,24161.0,92.304,13847
2017-02-06,92.16,92.32,90.72,91.04,28032.0,91.276,15715
2017-02-07,89.68,89.84,88.88,89.52,39771.0,89.336,27293
2017-02-08,88.88,90.24,88.32,89.84,32499.0,89.34,20112
2017-02-09,91.04,91.12,90.32,90.8,23512.0,90.748,15059
2017-02-10,92.24,92.64,91.84,92.0,29947.0,92.204,18350
2017-02-13,90.96,91.2,90.4,90.56,21643.0,90.688,12804
2017-02-14,91.84,91.92,90.8,91.04,20416.0,91.392,13159
2017-02-15,90.64,91.6,90.56,90.88,23021.0,90.964,17077
