date,open,high,low,close,volume,average,barCount
2020-06-15,25.47,27.07,25.36,26.98,65521.0,26.3755,24475
2020-06-16,27.86,28.29,26.97,27.64,103745.0,27.6605,43124
2020-06-17,27.47,27.75,27.17,27.28,66630.0,27.4315,21990
2020-06-18,27.31,28.03,27.24,27.89,48474.0,27.7665,16015
2020-06-19,28.66,28.86,27.54,28.23,114723.0,28.376,34462
2020-06-22,28.43,29.04,28.33,28.98,81474.0,28.6895,26048
2020-06-23,29.3,29.42,28.59,28.72,63087.0,29.055,20200
2020-06-24,28.41,28.62,26.82,27.25,100688.0,27.545,36506
2020-06-25,27.18,28.05,27.09,27.94,79320.0,27.641,29305
2020-06-26,27.67,27.7,27.12,27.36,46315.0,27.4105,16449
2020-06-29,27.81,28.47,27.62,28.27,63303.0,28.083,21309
2020-06-30,27.89,28.55,27.8,28.06,52101.0,28.13,19943
2020-07-01,28.3,28.51,27.93,28.35,64311.0,28.309,24659
2020-07-02,28.79,29.05,28.34,28.75,49821.0,28.773,15198
2020-07-06,28.79,29.26,28.77,28.96,55619.0,28.9895,15681
2020-07-07,28.85,29.21,28.75,28.79,42348.0,28.9835,12443
2020-07-08,29.03,29.29,28.84,29.18,42374.0,29.0895,12475
2020-07-09,29.07,29.11,28.21,28.41,50904.0,28.5575,16370
2020-07-10,28.48,29.17,28.41,29.03,48293.0,28.845,13888
2020-07-13,29.01,29.15,28.39,28.5,56914.0,28.8165,15389
2020-07-14,28.23,29.08,28.16,28.88,45743.0,28.823,14484
2020-07-15,29.08,29.5,28.81,29.29,62542.0,29.246,18172
2020-07-16,29.18,29.43,29.03,29.16,28989.0,29.2145,8627
2020-07-17,29.17,29.24,28.72,29.1,30825.0,29.072,8741
2020-07-20,28.9,29.25,28.59,29.12,32760.0,29.0235,8913
2020-07-21,29.98,30.22,29.64,29.72,74339.0,29.9685,16185
2020-07-22,29.44,29.89,29.36,29.75,36689.0,29.6305,9410
2020-07-23,29.59,29.93,29.12,29.41,55320.0,29.529,12918
2020-07-24,29.37,29.51,29.05,29.44,45906.0,29.288,11295
2020-07-27,29.34,29.86,28.97,29.72,59833.0,29.3805,14101
2020-07-28,29.46,29.54,29.27,29.35,42024.0,29.408,9222
2020-07-29,29.6,29.75,29.45,29.57,28517.0,29.6005,7575
2020-07-30,28.99,29.01,27.9,28.93,94541.0,28.6135,24303
2020-07-31,29.09,29.16,28.59,29.07,48052.0,28.8595,12140
2020-08-03,29.15,29.66,29.03,29.34,54408.0,29.454,13735
2020-08-04,29.23,30.15,29.21,29.78,72883.0,29.793,18017
2020-08-05,30.84,31.02,30.15,30.23,83121.0,30.6975,21161
2020-08-06,30.52,30.58,30.12,30.18,39147.0,30.323,10481
2020-08-07,29.89,29.92,29.58,29.85,45726.0,29.7645,11719
2020-08-10,30.16,30.36,29.97,30.16,38655.0,30.166,9712
2020-08-11,30.6,30.66,29.81,29.82,50707.0,30.2125,13475
2020-08-12,30.47,30.76,30.31,30.56,48759.0,30.512,11715
2020-08-13,30.48,30.66,30.26,30.4,28985.0,30.4165,7578
2020-08-14,30.23,30.42,30.02,30.33,35290.0,30.252,8967
2020-08-17,30.24,30.85,30.21,30.77,40013.0,30.6205,10125
2020-08-18,30.41,30.83,30.39,30.6,52626.0,30.613,12212
2020-08-19,30.58,30.82,30.41,30.66,34154.0,30.6405,7757
2020-08-20,30.02,30.59,29.78,30.52,57032.0,30.2635,13082
2020-08-21,30.0,30.24,29.64,30.18,59777.0,29.983,15837
2020-08-24,30.33,30.54,30.23,30.35,36566.0,30.39,9854
2020-08-25,30.97,31.02,30.59,30.92,46258.0,30.891,11951
2020-08-26,31.07,31.19,30.83,30.93,49977.0,31.0095,12723
2020-08-27,30.89,30.9,30.27,30.67,41561.0,30.583,9911
2020-08-28,30.72,30.8,30.52,30.72,22247.0,30.692,5835
2020-08-31,30.9,30.9,30.39,30.58,33276.0,30.6665,8610
2020-09-01,30.64,30.94,30.54,30.61,34782.0,30.7665,7756
2020-09-02,30.58,30.6,29.59,29.86,65220.0,30.023,16681
2020-09-03,29.15,29.78,29.04,29.64,71738.0,29.4795,17400
2020-09-04,29.42,29.45,28.4,28.51,69313.0,28.7935,16536
2020-09-08,26.86,26.96,26.27,26.75,98023.0,26.6375,26245
2020-09-09,26.84,27.69,26.71,27.41,48834.0,27.2235,12548
2020-09-10,27.23,27.47,26.75,26.79,43709.0,27.1475,11315
2020-09-11,26.92,27.27,26.73,27.04,30357.0,27.0145,8072
2020-09-14,26.74,27.02,26.6,26.94,28840.0,26.8445,7333
2020-09-15,27.06,27.7,26.96,27.52,36396.0,27.3335,9657
2020-09-16,28.2,28.8,28.06,28.7,52483.0,28.4635,16668
2020-09-17,28.57,29.39,28.43,29.23,42298.0,29.1315,13427
2020-09-18,29.19,29.43,28.9,29.06,25943.0,29.217,8177
2020-09-21,28.67,28.76,27.65,28.29,47675.0,28.131,15510
2020-09-22,28.36,28.53,27.82,28.17,28017.0,28.1685,8291
2020-09-23,28.35,28.84,28.0,28.03,48673.0,28.392,17302
2020-09-24,28.3,28.6,28.13,28.5,30083.0,28.3615,9028
2020-09-25,28.3,28.56,28.17,28.35,22026.0,28.389,6639
2020-09-28,28.5,28.86,28.3,28.69,20830.0,28.6105,6627
2020-09-29,28.31,28.32,27.28,27.7,45256.0,27.773,14553
2020-09-30,27.94,28.57,27.89,28.29,28483.0,28.178,9201
2020-10-01,27.76,27.86,26.76,27.51,59195.0,27.2285,17163
2020-10-02,26.25,26.89,26.09,26.35,76377.0,26.48,22388
2020-10-05,27.58,28.16,27.44,27.93,65504.0,27.868,17198
2020-10-06,28.66,28.91,28.31,28.39,53017.0,28.6515,14626
2020-10-07,28.16,28.41,27.89,28.39,49212.0,28.15,11424
2020-10-08,28.99,29.2,28.75,29.14,59754.0,29.0425,17719
2020-10-09,28.99,29.25,28.59,28.69,40856.0,28.899,11786
2020-10-12,28.4,28.4,27.73,28.07,39154.0,27.98,12263
2020-10-13,28.46,28.65,28.27,28.46,29670.0,28.459,8346
2020-10-14,28.89,29.05,28.8,28.98,29177.0,28.944,8525
2020-10-15,28.07,28.95,28.0,28.94,42373.0,28.425,10761
2020-10-16,28.59,28.87,28.33,28.72,22514.0,28.706,7613
2020-10-19,28.83,29.01,28.58,28.59,23830.0,28.828,6886
2020-10-20,28.48,29.31,28.46,29.05,37603.0,28.8785,9615
2020-10-21,28.61,28.78,27.93,28.1,46277.0,28.308,12234
2020-10-22,28.3,28.75,28.28,28.51,27034.0,28.506,7198
2020-10-23,28.55,28.56,27.78,27.88,36727.0,28.0525,8781
2020-10-26,27.33,27.46,26.95,27.11,41976.0,27.141,11856
2020-10-27,27.31,27.95,27.23,27.69,26587.0,27.5975,8061
2020-10-28,26.44,26.56,26.09,26.31,61573.0,26.3425,16059
2020-10-29,24.92,25.74,24.75,25.6,68864.0,25.3015,18437
2020-10-30,25.31,25.4,24.96,25.25,48772.0,25.141,12237
2020-11-02,25.16,26.29,25.14,26.26,46837.0,25.772,14721
2020-11-03,26.94,27.01,26.45,26.72,62135.0,26.724,16917
2020-11-04,27.12,27.63,26.68,27.44,50462.0,27.2125,16537
2020-11-05,27.41,27.7,27.08,27.16,44839.0,27.322,12695
2020-11-06,26.83,26.87,26.2,26.47,42873.0,26.483,13145
2020-11-09,28.59,28.82,28.06,28.07,77122.0,28.496,22789
2020-11-10,28.66,28.97,28.47,28.91,56346.0,28.777,15906
2020-11-11,29.7,29.75,28.92,29.04,55760.0,29.3775,15822
2020-11-12,29.21,29.44,28.62,28.66,54168.0,29.047,16054
2020-11-13,28.52,28.58,28.06,28.13,38279.0,28.2485,10853
2020-11-16,29.12,29.17,28.66,28.81,37067.0,28.9265,10958
2020-11-17,28.57,29.02,28.48,28.87,32274.0,28.747,9275
2020-11-18,29.07,29.36,28.96,29.0,36449.0,29.174,10315
2020-11-19,28.93,29.14,28.75,29.09,24998.0,28.932,6920
2020-11-20,28.93,29.36,28.92,29.27,45075.0,29.114,10538
2020-11-23,29.58,29.72,29.41,29.52,36929.0,29.594,9820
2020-11-24,30.23,31.03,30.21,30.8,81749.0,30.7375,17644
2020-11-25,31.3,31.68,31.02,31.37,51350.0,31.305,12580
2020-11-27,31.12,31.36,31.03,31.22,25207.0,31.1635,6321
2020-11-30,31.12,31.29,30.68,30.97,60514.0,31.0005,15294
2020-12-01,30.92,30.96,30.34,30.62,37807.0,30.653,11203
2020-12-02,30.58,31.43,30.58,30.97,60855.0,31.045,16282
2020-12-03,30.89,31.36,30.81,31.25,45896.0,31.1335,15098
2020-12-04,31.28,31.74,31.28,31.56,61182.0,31.5265,16901
2020-12-07,31.42,31.87,31.31,31.4,38448.0,31.498,9825
2020-12-08,31.22,31.47,31.04,31.41,31477.0,31.3035,7420
2020-12-09,31.55,31.66,30.9,31.34,64828.0,31.3165,15177
2020-12-10,31.84,32.65,31.83,32.11,66189.0,32.2335,16285
2020-12-11,32.03,32.14,31.77,31.94,27939.0,31.9535,7609
2020-12-14,32.14,32.23,31.37,32.17,40429.0,31.9205,10639
2020-12-15,32.32,32.63,32.25,32.54,30763.0,32.4815,7910
2020-12-16,32.55,32.81,32.32,32.74,38074.0,32.5915,9445
2020-12-17,33.01,33.23,32.92,33.16,38787.0,33.082,10763
2020-12-18,33.33,33.67,33.26,33.48,39547.0,33.4845,11375
2020-12-21,32.18,32.84,32.12,32.64,49554.0,32.402,13402
2020-12-22,32.28,32.47,32.0,32.09,30396.0,32.19,7973
2020-12-23,32.33,33.08,32.33,32.75,42334.0,32.7355,12057
2020-12-24,32.66,32.92,32.57,32.92,14193.0,32.7535,4310
2020-12-28,32.88,33.05,32.51,32.59,43447.0,32.839,11661
2020-12-29,32.95,32.99,32.66,32.78,33047.0,32.833,9771
2020-12-30,32.58,33.22,32.55,32.91,43230.0,32.891,12794
2020-12-31,32.73,33.11,32.63,33.01,40546.0,32.859,11614
2021-01-04,33.0,33.29,32.24,32.38,133490.0,32.617,41115
2021-01-05,33.38,34.12,33.38,33.94,122965.0,33.8795,42482
2021-01-06,33.94,34.47,33.56,34.11,67330.0,34.1175,27177
2021-01-07,34.35,34.59,34.29,34.53,36034.0,34.436,12450
2021-01-08,34.93,35.5,34.75,35.43,64254.0,35.0945,21574
2021-01-11,34.88,35.41,34.81,35.26,42926.0,35.1215,14912
2021-01-12,35.65,36.01,35.57,35.9,36190.0,35.834,12324
2021-01-13,35.77,36.1,35.6,35.8,39681.0,35.8665,14458
2021-01-14,35.7,36.32,35.61,36.24,46000.0,35.9805,16749
2021-01-15,35.72,35.82,35.12,35.34,48256.0,35.4455,15818
2021-01-19,35.71,35.89,35.53,35.75,28196.0,35.759,8989
2021-01-20,36.14,36.2,35.68,35.79,26269.0,35.96,8403
2021-01-21,35.82,36.0,35.63,35.76,27662.0,35.8155,9184
2021-01-22,34.96,35.62,34.91,35.23,39509.0,35.319,14290
2021-01-25,35.11,35.66,35.03,35.59,34085.0,35.362,11451
2021-01-26,35.69,35.8,35.38,35.45,23294.0,35.525,7130
2021-01-27,35.41,35.93,35.02,35.5,39245.0,35.5545,14993
2021-01-28,35.92,36.01,35.22,35.25,47557.0,35.632,16517
2021-01-29,35.64,35.77,35.11,35.18,34371.0,35.3845,13756
2021-02-01,35.77,36.18,35.25,36.12,54122.0,35.8795,15393
2021-02-02,36.97,37.05,36.71,36.82,55393.0,36.8945,16831
2021-02-03,37.19,37.78,37.19,37.44,60162.0,37.4905,16805
2021-02-04,37.61,37.95,37.19,37.81,45948.0,37.598,13458
2021-02-05,38.33,38.4,37.95,38.19,38492.0,38.1945,13628
2021-02-08,38.47,38.98,38.47,38.94,36560.0,38.785,9929
2021-02-09,38.7,39.21,38.51,39.17,40596.0,38.9865,12433
2021-02-10,39.24,39.47,39.01,39.28,40907.0,39.2735,11900
2021-02-11,39.32,39.38,38.87,38.97,28300.0,39.1455,6799
2021-02-12,39.01,40.07,39.01,39.94,48339.0,39.707,13860
2021-02-16,40.19,40.47,40.05,40.45,44297.0,40.2425,14682
2021-02-17,40.27,40.96,40.12,40.89,61885.0,40.4935,14774
2021-02-18,41.09,41.13,40.11,40.27,59707.0,40.6525,17735
2021-02-19,40.26,40.5,39.55,39.68,49443.0,40.018,14540
2021-02-22,40.55,41.42,40.55,41.28,51302.0,41.0195,15013
2021-02-23,41.16,41.73,40.74,41.62,48783.0,41.319,17480
2021-02-24,41.88,42.57,41.79,42.5,59334.0,42.317,19418
2021-02-25,42.34,42.77,42.15,42.46,38495.0,42.446,12245
2021-02-26,42.12,42.14,41.12,41.31,51003.0,41.6375,15917
2021-03-01,41.3,41.61,40.31,40.6,57851.0,40.8775,17505
2021-03-02,40.95,41.07,40.07,40.07,72058.0,40.6005,23496
2021-03-03,40.88,41.65,40.55,41.14,39058.0,41.199,12475
2021-03-04,41.87,43.46,41.5,43.07,104006.0,42.8065,38347
2021-03-05,44.08,44.51,43.91,44.44,68950.0,44.24,23564
2021-03-08,44.12,44.24,43.43,43.5,43875.0,43.7655,15483
2021-03-09,43.73,43.82,43.07,43.11,43745.0,43.382,14579
2021-03-10,43.28,43.81,42.78,43.74,47379.0,43.367,17450
2021-03-11,43.91,44.64,43.71,44.6,55689.0,44.3225,16213
2021-03-12,44.36,44.63,44.23,44.35,37090.0,44.4165,12552
2021-03-15,43.9,44.34,43.46,44.26,46625.0,43.924,15048
2021-03-16,43.57,44.11,43.31,43.83,38464.0,43.728,12950
2021-03-17,43.69,43.93,43.24,43.82,50345.0,43.658,14792
2021-03-18,42.99,43.07,39.71,40.47,167181.0,41.4065,61143
2021-03-19,40.83,41.99,40.26,41.77,53687.0,41.357,24432
2021-03-22,41.97,42.18,41.59,41.71,34961.0,41.876,11634
2021-03-23,40.29,40.91,39.27,39.37,110361.0,39.9975,38150
2021-03-24,40.69,41.83,40.53,41.45,94102.0,41.236,29866
2021-03-25,40.47,40.62,39.31,39.89,85740.0,39.998,35176
2021-03-26,41.38,41.83,41.25,41.53,80743.0,41.5555,26220
2021-03-29,41.23,41.96,40.95,41.92,46943.0,41.464,17958
2021-03-30,41.16,41.66,41.04,41.17,34303.0,41.2655,13888
2021-03-31,40.99,41.7,40.22,40.53,54125.0,41.0355,19332
2021-04-01,41.47,42.18,40.3,41.84,102873.0,41.4215,43602
2021-04-05,41.21,41.26,39.52,40.28,86986.0,40.328,25787
2021-04-06,41.16,41.69,40.58,40.7,51523.0,41.1195,15247
2021-04-07,40.54,41.05,39.91,40.86,82778.0,40.528,21286
2021-04-08,40.64,40.93,40.27,40.82,35053.0,40.636,11116
2021-04-09,40.62,40.87,40.48,40.64,30706.0,40.6555,9425
2021-04-12,41.28,41.57,40.77,40.9,46042.0,41.104,12649
2021-04-13,41.33,41.48,41.15,41.4,42367.0,41.3185,12227
2021-04-14,42.15,43.39,42.01,43.04,81942.0,42.8945,24914
2021-04-15,43.06,43.44,42.88,43.27,38051.0,43.2095,12540
2021-04-16,43.34,43.38,42.98,43.18,43113.0,43.172,14813
2021-04-19,43.22,43.49,43.05,43.32,29127.0,43.2655,9493
2021-04-20,43.35,43.42,42.04,42.74,53436.0,42.699,17951
2021-04-21,41.79,42.55,41.71,41.77,45039.0,42.045,16149
2021-04-22,42.24,42.26,41.6,42.09,28565.0,41.9855,10174
2021-04-23,41.91,42.62,41.85,42.46,35234.0,42.3535,12408
2021-04-26,41.78,42.52,41.74,42.33,27123.0,42.167,9566
2021-04-27,42.66,43.19,42.48,43.11,29892.0,42.8305,10344
2021-04-28,43.44,43.97,43.36,43.53,49308.0,43.606,17912
2021-04-29,44.47,44.61,43.84,44.26,49508.0,44.248,15948
2021-04-30,43.38,43.55,43.05,43.27,43509.0,43.314,15223
2021-05-03,43.56,44.09,43.55,43.98,28440.0,43.8945,12121
2021-05-04,44.74,44.91,44.33,44.87,46984.0,44.6795,15724
2021-05-05,45.23,45.54,44.39,44.66,62446.0,45.076,20143
2021-05-06,44.8,44.82,44.15,44.41,59604.0,44.465,22520
2021-05-07,44.06,44.63,43.91,44.43,37078.0,44.371,15307
2021-05-10,44.85,44.91,43.9,44.48,37624.0,44.4175,14960
2021-05-11,43.92,44.94,43.92,44.87,58373.0,44.587,26012
2021-05-12,45.13,45.7,45.1,45.22,58793.0,45.4415,21889
2021-05-13,43.98,44.48,43.34,43.81,63073.0,43.884,24538
2021-05-14,44.44,44.79,44.34,44.71,39975.0,44.6315,14685
2021-05-17,44.88,45.41,44.86,45.39,30752.0,45.2045,11198
2021-05-18,45.13,45.39,43.94,44.84,84082.0,44.7665,33232
2021-05-19,43.7,43.7,42.53,43.43,79207.0,43.1495,37568
2021-05-20,43.24,43.33,42.32,42.48,46963.0,42.7805,20848
2021-05-21,43.5,43.8,43.37,43.7,34387.0,43.556,15359
2021-05-24,44.28,45.15,44.11,45.02,42377.0,44.787,15183
2021-05-25,45.07,45.31,44.78,44.92,32286.0,45.094,12254
2021-05-26,44.74,45.3,44.63,45.2,30123.0,45.046,11727
2021-05-27,45.19,45.64,45.05,45.55,28892.0,45.4,10910
2021-05-28,45.82,45.93,45.17,45.42,42866.0,45.5745,16933
2021-06-01,46.58,46.94,45.97,46.33,54497.0,46.479,20034
2021-06-02,46.56,47.03,46.36,46.9,33253.0,46.712,12058
2021-06-03,47.1,47.15,46.51,46.97,30086.0,46.911,12503
2021-06-04,47.45,47.49,47.01,47.26,33456.0,47.289,11773
2021-06-07,47.34,47.54,47.07,47.27,34887.0,47.3465,11542
2021-06-08,47.11,47.9,46.8,47.88,45407.0,47.4615,13665
2021-06-09,47.95,48.1,47.42,47.58,40547.0,47.7705,13139
2021-06-10,47.99,48.16,46.9,47.83,76152.0,47.5645,28613
2021-06-11,47.93,48.25,47.89,48.07,35676.0,48.0785,11296
2021-06-14,48.4,48.61,48.08,48.32,37363.0,48.364,12198
2021-06-15,48.68,49.01,48.63,48.98,39829.0,48.8005,12155
2021-06-16,48.86,49.46,48.75,48.75,56316.0,49.055,18485
2021-06-17,48.92,49.0,47.33,48.04,100284.0,48.187,34956
2021-06-18,47.85,48.66,47.84,48.36,56262.0,48.375,20690
2021-06-21,48.4,49.41,48.33,49.36,67515.0,49.086,24243
2021-06-22,49.3,49.63,49.14,49.42,34380.0,49.373,12144
2021-06-23,50.09,50.25,49.58,49.72,43026.0,49.922,15568
2021-06-24,49.41,49.91,49.35,49.84,49222.0,49.712,18165
2021-06-25,50.03,50.33,49.48,50.25,48848.0,50.0315,17945
2021-06-28,50.07,50.07,49.39,49.54,39831.0,49.6935,15558
2021-06-29,49.94,50.14,49.48,49.89,24248.0,49.8525,9600
2021-06-30,49.92,50.37,49.62,49.88,25653.0,49.9755,10871
2021-07-01,51.21,51.4,50.42,50.62,40732.0,50.821,17940
2021-07-02,50.5,51.06,50.31,50.93,39591.0,50.6955,16373
2021-07-06,50.62,50.7,49.31,49.9,98437.0,49.922,37865
2021-07-07,49.85,50.15,48.22,48.66,91402.0,48.8475,38026
2021-07-08,48.71,49.54,48.32,49.52,47117.0,49.019,17081
2021-07-09,50.0,50.54,49.96,50.41,36967.0,50.3225,13736
2021-07-12,49.94,50.38,49.62,50.31,21401.0,50.024,9647
2021-07-13,50.51,51.28,50.26,51.15,39227.0,50.894,12408
2021-07-14,51.13,51.18,49.28,49.7,55487.0,50.18,22015
2021-07-15,49.13,49.75,48.99,49.04,33702.0,49.369,14169
2021-07-16,49.4,49.56,48.38,49.14,30279.0,49.091,12718
2021-07-19,47.62,47.65,45.35,45.84,69202.0,46.3155,26653
2021-07-20,45.64,46.61,45.02,46.51,38920.0,45.9605,19700
2021-07-21,47.36,48.46,47.36,48.27,53873.0,48.144,20979
2021-07-22,48.68,49.42,48.34,49.17,33629.0,48.946,14830
2021-07-23,49.25,49.53,49.03,49.47,23853.0,49.2905,8975
2021-07-26,49.26,49.71,49.01,49.67,22179.0,49.4505,10327
2021-07-27,49.58,49.71,49.04,49.47,22794.0,49.3905,10437
2021-07-28,49.63,49.97,49.45,49.72,20505.0,49.7075,8693
2021-07-29,50.18,50.69,50.07,50.64,23493.0,50.4095,8776
2021-07-30,50.7,51.02,50.44,50.66,31870.0,50.7745,12585
2021-08-02,50.35,50.43,48.63,49.18,48964.0,49.2385,21988
2021-08-03,48.11,48.93,47.87,48.85,59573.0,48.5395,20659
2021-08-04,47.54,48.14,47.17,47.2,58309.0,47.5525,28022
2021-08-05,47.34,48.16,47.34,48.1,26776.0,47.836,12002
2021-08-06,48.42,48.51,47.35,47.57,43629.0,47.817,19729
2021-08-09,46.47,46.7,45.85,46.6,38701.0,46.295,18595
2021-08-10,46.97,48.01,46.93,47.68,32489.0,47.698,14656
2021-08-11,47.2,48.34,46.91,48.3,37056.0,47.728,19569
2021-08-12,48.16,48.35,47.72,48.1,19079.0,48.142,10056
2021-08-13,48.11,48.23,47.32,47.43,25208.0,47.8085,12083
2021-08-16,46.38,47.28,45.94,47.04,37724.0,46.718,20184
2021-08-17,46.66,47.21,46.33,46.58,21663.0,46.768,12035
2021-08-18,46.73,46.84,45.29,45.4,44909.0,45.916,22950
2021-08-19,44.29,44.89,43.8,44.77,44614.0,44.3125,23237
2021-08-20,43.9,44.31,43.42,43.43,34476.0,43.8295,16421
2021-08-23,45.35,46.18,45.34,45.85,35120.0,45.8335,18252
2021-08-24,46.67,47.47,46.61,47.37,36469.0,47.1795,18590
2021-08-25,47.33,48.0,47.1,47.81,38619.0,47.548,19813
2021-08-26,47.24,47.8,46.95,47.48,42296.0,47.388,22065
2021-08-27,48.02,48.28,47.92,48.15,35207.0,48.1235,17377
2021-08-30,48.15,48.59,47.86,48.4,26448.0,48.2715,13116
2021-08-31,48.18,48.49,47.96,48.04,30471.0,48.194,14824
2021-09-01,47.36,48.24,47.19,47.93,69671.0,47.7735,33327
2021-09-02,49.01,49.52,48.93,48.95,50856.0,49.183,19316
2021-09-03,48.97,49.26,48.6,48.66,37936.0,48.82,16656
2021-09-07,47.93,48.37,47.73,48.04,29298.0,48.0725,14145
2021-09-08,48.88,48.89,48.32,48.59,34566.0,48.595,16782
2021-09-09,47.82,48.87,47.45,47.75,60105.0,48.122,28511
2021-09-10,49.0,49.04,48.67,48.8,31783.0,48.867,15028
2021-09-13,49.4,49.7,49.16,49.48,25783.0,49.428,11735
2021-09-14,49.78,49.8,49.04,49.31,23849.0,49.424,11984
2021-09-15,50.45,51.08,50.44,50.69,44945.0,50.7555,17776
2021-09-16,50.55,50.84,50.0,50.7,22485.0,50.465,10873
2021-09-17,50.2,50.45,49.85,50.32,26176.0,50.1865,12220
2021-09-20,49.57,49.82,48.89,49.6,36369.0,49.4205,17023
2021-09-21,49.61,49.69,48.74,49.58,27326.0,49.307,14210
2021-09-22,50.26,50.72,50.09,50.48,24785.0,50.4105,11146
2021-09-23,50.76,51.49,50.72,51.38,25885.0,51.2445,11901
2021-09-24,51.29,52.0,51.26,51.82,19327.0,51.7115,9245
2021-09-27,52.84,53.08,52.63,52.91,36782.0,52.88,15727
2021-09-28,53.46,53.52,52.18,52.4,39497.0,52.706,19311
2021-09-29,52.56,53.11,52.24,52.32,36516.0,52.6815,16554
2021-09-30,51.7,53.36,51.38,52.56,107601.0,52.4825,47832
2021-10-01,52.62,53.39,52.34,53.26,35503.0,53.042,16615
2021-10-04,54.07,55.05,54.07,54.49,55326.0,54.664,25901
2021-10-05,55.27,55.73,55.16,55.63,40995.0,55.4825,19232
2021-10-06,54.77,54.79,53.98,54.16,59730.0,54.3625,28336
2021-10-07,54.02,55.36,53.74,55.36,51679.0,54.725,26783
2021-10-08,55.72,56.03,55.05,55.47,38237.0,55.5945,17181
2021-10-11,56.41,56.69,56.12,56.18,27574.0,56.4005,12460
2021-10-12,56.32,56.72,55.83,56.11,41611.0,56.24,18739
2021-10-13,55.63,56.45,55.39,56.16,22930.0,55.972,12424
2021-10-14,56.65,56.85,56.15,56.81,24137.0,56.577,13836
2021-10-15,57.25,57.45,56.87,57.15,24387.0,57.2305,12694
2021-10-18,57.73,57.92,56.78,56.96,32384.0,57.2195,16311
2021-10-19,56.9,57.88,56.7,57.42,29335.0,57.385,14566
2021-10-20,57.0,58.19,56.87,58.12,39121.0,57.7535,19125
2021-10-21,57.58,57.81,56.34,57.41,40261.0,57.052,21963
2021-10-22,57.74,58.04,57.21,58.03,27271.0,57.6445,14280
2021-10-25,58.42,58.69,57.78,57.83,37482.0,58.2255,20073
2021-10-26,58.08,58.62,57.87,58.45,27996.0,58.3615,14169
2021-10-27,57.64,58.17,56.87,56.9,57039.0,57.4935,27092
2021-10-28,56.85,57.42,56.38,57.4,44662.0,56.975,21287
2021-10-29,56.79,57.39,56.4,57.15,42284.0,57.054,22131
2021-11-01,57.91,58.04,57.46,57.53,22073.0,57.7055,11902
2021-11-02,57.31,57.76,57.09,57.53,23580.0,57.401,12623
2021-11-03,56.16,56.58,55.21,55.34,62675.0,55.7965,28121
2021-11-04,57.31,57.4,54.53,54.92,76953.0,55.82,37313
2021-11-05,55.65,56.74,55.15,56.55,40575.0,56.237,18359
2021-11-08,56.58,57.13,56.56,57.09,23656.0,56.93,11658
2021-11-09,57.21,58.03,56.96,57.97,41809.0,57.604,20189
2021-11-10,57.79,58.01,55.95,56.32,40471.0,56.7825,19829
2021-11-11,56.44,56.85,55.82,56.22,33426.0,56.3455,21123
2021-11-12,55.81,56.35,55.65,55.98,49186.0,55.9875,29072
2021-11-15,55.39,56.14,55.18,56.07,39357.0,55.698,22342
2021-11-16,56.0,56.5,55.68,56.2,34586.0,56.122,21250
2021-11-17,55.86,55.91,54.46,55.0,58261.0,55.1365,31867
2021-11-18,55.37,55.77,54.84,55.55,33280.0,55.3945,19114
2021-11-19,54.85,54.93,53.51,53.78,51109.0,54.046,29754
2021-11-22,53.99,54.91,53.91,54.45,64890.0,54.4285,35324
2021-11-23,55.45,56.27,55.44,56.2,47361.0,55.963,25280
2021-11-24,55.81,56.38,55.78,55.88,35356.0,56.0125,19091
2021-11-26,52.33,52.38,48.56,49.63,162234.0,50.171,69718
2021-11-29,51.97,52.17,49.64,50.17,110868.0,50.919,51046
2021-11-30,48.62,49.11,46.47,47.91,168855.0,47.9425,75176
2021-12-01,49.09,49.52,46.87,47.04,95557.0,48.144,52170
2021-12-02,46.53,48.6,46.16,48.29,118013.0,47.634,65557
2021-12-03,49.7,49.93,47.55,48.0,90458.0,48.7065,50259
2021-12-06,49.05,50.72,48.77,50.51,67684.0,49.805,37713
2021-12-07,51.32,52.57,51.32,51.59,71388.0,52.051,40333
2021-12-08,51.77,52.66,51.71,52.42,42927.0,52.2445,27646
2021-12-09,51.92,52.07,50.97,51.02,45168.0,51.5535,25600
2021-12-10,51.72,52.1,51.32,52.03,47367.0,51.7115,27584
2021-12-13,51.55,52.1,51.2,51.44,49392.0,51.6505,26838
2021-12-14,50.78,51.23,50.31,50.92,38350.0,50.8735,22496
2021-12-15,50.64,51.7,50.24,51.62,44460.0,50.848,23581
2021-12-16,51.57,52.46,51.29,51.87,40590.0,52.0,21873
2021-12-17,51.29,51.43,50.36,50.78,49057.0,50.947,26744
2021-12-20,49.03,49.98,47.96,49.9,66106.0,48.9555,35513
2021-12-21,50.9,51.61,50.59,51.57,39656.0,51.2305,22090
2021-12-22,51.42,52.52,51.25,52.48,51096.0,51.9265,21732
2021-12-23,52.48,53.24,52.35,53.13,31719.0,52.8735,18248
2021-12-27,52.98,54.65,52.8,54.52,40045.0,54.2475,16918
2021-12-28,54.83,55.14,54.54,54.67,23514.0,54.7365,12224
2021-12-29,54.48,55.67,54.36,55.08,33390.0,54.8925,18111
2021-12-30,55.32,55.73,55.03,55.1,26712.0,55.294,14252
2021-12-31,54.89,55.17,54.04,54.36,21036.0,54.5565,11936
2006-04-10,546.0,548.0,541.36,544.16,4847.0,544.16,1
